No.,ID Articulo,Codigo Fabricante,Nombre del Articulo,MEDIDAS ,Categoría,Proveedor,Ubicación,Teléfono,Contacto, Precio Compra Sin  IVA, IVA,Precio de Compra Con IVA (Neto),% a Ganar,Utilidad,Es compra Interna?,"Open Pay
(2.99% + 2.5)","IVA 
Open Pay",Comisión Tienda Nube,Total Comisiones,% Descuento En Pago Con Transferencia,Precio de Venta con IVA,,IVA a Desglozar,Precio de Vta. Sin IVA,Ganancia Real,,,,,,,,,Calcula ID,,,,,,,,,
0849,IB, LGVTM342,CRISTO INFANTIL CON BASE,8.5 X 4.7 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$27.59,$4.41,$32,50.00%, $ 16.00 ,, $ 3.43 , $ 0.55 , $ 3.64 , $ 7.62 ,1.72%,$56,,$7.67,$48,-$7,,,,,,,,,,,,,,,,,,
0850,1PHE, LGVTM343,CRUZ PADRE HIJO Y ESPIRITU SANTO C/BASE,8.5 X 4.7 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$29.31,$4.69,$34,50.00%, $ 17.00 ,, $ 3.49 , $ 0.56 , $ 3.70 , $ 7.74 ,1.75%,$59,,$8.10,$51,-$5,,,,,,,,,,,,,,,,,,
0851,10DB, LGVTM344,CRISTO # 10 DORADO C/45 CON BASE MADERA,19 X 7.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$75.00,$12.00,$87,50.00%, $ 43.50 ,, $ 5.02 , $ 0.80 , $ 5.33 , $ 11.15 ,2.52%,$142,,$19.54,$122,$67,,,,,,,,,,,,,,,,,,
0852,2MDBM, LGVTM345,CRISTO MINI # 2 LISO DORADO EN B/ MADERA,14 X 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$50.86,$8.14,$59,50.00%, $ 29.50 ,, $ 4.21 , $ 0.67 , $ 4.47 , $ 9.35 ,2.11%,$98,,$13.50,$84,$29,,,,,,,,,,,,,,,,,,
0853,3PMB, LGVTM346,CRISTO # 3 PAPAL CON BASE MADERA,13 X 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$64.66,$10.34,$75,50.00%, $ 37.50 ,, $ 4.68 , $ 0.75 , $ 4.96 , $ 10.38 ,2.34%,$123,,$16.95,$106,$51,,,,,,,,,,,,,,,,,,
0854,3MPB, LGVTM347,CRISTO # 3 PATINADO CON BASE MADERA,12.5 x 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$64.66,$10.34,$75,50.00%, $ 37.50 ,, $ 4.68 , $ 0.75 , $ 4.96 , $ 10.38 ,2.34%,$123,,$16.95,$106,$51,,,,,,,,,,,,,,,,,,
0855,IBM, LGVTM348,CRISTO INFANTIL CON BASE MADERA,9.5 X 4.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$34.48,$5.52,$40,50.00%, $ 20.00 ,, $ 3.66 , $ 0.59 , $ 3.88 , $ 8.13 ,1.84%,$68,,$9.40,$59,$4,,,,,,,,,,,,,,,,,,
0856,101M-CHB, LGVTM349,CRISTO # 10 DOR SOLERA EN MAD. CHOCOL CON BASE,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$291.38,$46.62,$338,50.00%, $ 169.00 ,, $ 12.30 , $ 1.97 , $ 13.03 , $ 27.30 ,6.16%,$534,,$73.70,$461,$405,,,,,,,,,,,,,,,,,,
0857,, LGVTM350,CRUCES DE MADERA,,0,0,0,0,0,$0.00,$0.00,,0.00%, $ -   ,, $ 2.50 , $ -   , $ -   , $ -   ,0.00%,$0,,$0.00,$0,$0,,,,,,,,,,,,,,,,,,
0858,CP-1, LGVTM351,CRUZ PANTOCRATA PARA COLGAR,30 X 19.5 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$363.79,$58.21,$422,50.00%, $ 211.00 ,, $ 14.74 , $ 2.36 , $ 15.60 , $ 32.70 ,7.38%,$666,,$91.82,$574,$519,,,,,,,,,,,,,,,,,,
0859,25MC, LGVTM352,CRISTO # 25 MADERA PATINADO MOD. C,32 X 21 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$204.31,$32.69,$237,50.00%, $ 118.50 ,, $ 9.37 , $ 1.50 , $ 9.93 , $ 20.80 ,4.70%,$376,,$51.90,$324,$269,,,,,,,,,,,,,,,,,,
0860,25MB, LGVTM353,CRISTO # 25 MADERA PATINADO MOD. B,35 X 21 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$204.31,$32.69,$237,50.00%, $ 118.50 ,, $ 9.37 , $ 1.50 , $ 9.93 , $ 20.80 ,4.70%,$376,,$51.90,$324,$269,,,,,,,,,,,,,,,,,,
0861,25MA, LGVTM354,CRISTO # 25 MADERA PATINADO MOD. A,34 X 20 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$180.17,$28.83,$209,50.00%, $ 104.50 ,, $ 8.56 , $ 1.37 , $ 9.07 , $ 19.00 ,4.29%,$332,,$45.86,$287,$231,,,,,,,,,,,,,,,,,,
0862,25CS, LGVTM355,CRISTO # 25 CRUZ DEL SEMBRADOR EN MADERA,40 X 20 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$268.10,$42.90,$311,50.00%, $ 155.50 ,, $ 11.52 , $ 1.84 , $ 12.20 , $ 25.56 ,5.77%,$492,,$67.87,$424,$369,,,,,,,,,,,,,,,,,,
0863,CS-V, LGVTM356,CRISTO EL SEMBRADOR VERDE,40.5 X 22.5c,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$277.59,$44.41,$322,50.00%, $ 161.00 ,, $ 11.84 , $ 1.89 , $ 12.53 , $ 26.27 ,5.93%,$509,,$70.24,$439,$384,,,,,,,,,,,,,,,,,,
0864,CS, LGVTM357,CRISTO EL SEMBRADOR,40.5 X 22.5c,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$277.59,$44.41,$322,50.00%, $ 161.00 ,, $ 11.84 , $ 1.89 , $ 12.53 , $ 26.27 ,5.93%,$509,,$70.24,$439,$384,,,,,,,,,,,,,,,,,,
0865,CEED, LGVTM358,CRUZ ELEGANZA ESPECIAL DORADA,20.5 X 13.5c,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$252.59,$40.41,$293,50.00%, $ 146.50 ,, $ 11.00 , $ 1.76 , $ 11.65 , $ 24.40 ,5.51%,$464,,$63.99,$400,$345,,,,,,,,,,,,,,,,,,
0866,CEEP, LGVTM359,CRUZ ELEGANZA ESPECIAL PLATA,20.5 X 13.5c,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$234.48,$37.52,$272,50.00%, $ 136.00 ,, $ 10.39 , $ 1.66 , $ 11.00 , $ 23.05 ,5.20%,$431,,$59.46,$372,$316,,,,,,,,,,,,,,,,,,
0867,CJ, LGVTM360,CRUZ JESUS MADERA RESACADA,37.7 X 29 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$221.55,$35.45,$257,50.00%, $ 128.50 ,, $ 9.95 , $ 1.59 , $ 10.54 , $ 22.09 ,4.99%,$408,,$56.22,$351,$296,,,,,,,,,,,,,,,,,,
0868,CJ-CH, LGVTM361,CRUZ DE JESUS RESACADA EN CHOCOLATE,37.7 X 29 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$223.28,$35.72,$259,50.00%, $ 129.50 ,, $ 10.01 , $ 1.60 , $ 10.60 , $ 22.22 ,5.02%,$411,,$56.65,$354,$299,,,,,,,,,,,,,,,,,,
0869,CRI-CH, LGVTM362,CRISTO REY INCRUSTACION EN MAD. CHOCOLAT,35 X 19 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$191.38,$30.62,$222,50.00%, $ 111.00 ,, $ 8.94 , $ 1.43 , $ 9.47 , $ 19.84 ,4.48%,$353,,$48.67,$304,$249,,,,,,,,,,,,,,,,,,
0870,CRI, LGVTM363,CRISTO REY INCRUSTACION EN MADERA,35 X 19 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$176.72,$28.28,$205,50.00%, $ 102.50 ,, $ 8.45 , $ 1.35 , $ 8.95 , $ 18.74 ,4.23%,$326,,$45.00,$281,$226,,,,,,,,,,,,,,,,,,
0871,2PHE, LGVTM364,CRUZ SANTICIMA TRINIDAD  CON MADERA,18.3 X 14cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$106.03,$16.97,$123,50.00%, $ 61.50 ,, $ 6.07 , $ 0.97 , $ 6.43 , $ 13.47 ,3.04%,$198,,$27.31,$171,$115,,,,,,,,,,,,,,,,,,
0872,CG1, LGVTM365,CRUZ GRABADA ORNAMENTAL MOD. 1,40 X 24 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$343.97,$55.03,$399,50.00%, $ 199.50 ,, $ 14.07 , $ 2.25 , $ 14.90 , $ 31.22 ,7.05%,$630,,$86.86,$543,$488,,,,,,,,,,,,,,,,,,
0873,CG, LGVTM366,CRUZ GRABADA ORNAMENTAL,45 X 23 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$343.97,$55.03,$399,50.00%, $ 199.50 ,, $ 14.07 , $ 2.25 , $ 14.90 , $ 31.22 ,7.05%,$630,,$86.86,$543,$488,,,,,,,,,,,,,,,,,,
0874,25MM, LGVTM367,CRUZ # 25 MADERA C/METAL PARA COLGAR,30 X 19.5 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$420.69,$67.31,$488,50.00%, $ 244.00 ,, $ 16.65 , $ 2.66 , $ 17.63 , $ 36.94 ,8.34%,$769,,$106.06,$663,$608,,,,,,,,,,,,,,,,,,
0875,101MGD-CH, LGVTM368,CRUZ MOD.101 SOLERA GRABADA DOR.MAD/CHO,33.5 X 17.5c,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$183.62,$29.38,$213,50.00%, $ 106.50 ,, $ 8.68 , $ 1.39 , $ 9.19 , $ 19.26 ,4.35%,$339,,$46.73,$292,$237,,,,,,,,,,,,,,,,,,
0876,101MGP-CH, LGVTM369,CRUZ MOD.101 SOLERA GRABADA PLA.MAD/CHO,33.5 X 17.5c,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$183.62,$29.38,$213,50.00%, $ 106.50 ,, $ 8.68 , $ 1.39 , $ 9.19 , $ 19.26 ,4.35%,$339,,$46.73,$292,$237,,,,,,,,,,,,,,,,,,
0877,101MGD, LGVTM370,CRUZ MOD.101 SOLERA GRABADA DOR.MAD. NAT,33.5 X 17.5c,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$183.62,$29.38,$213,50.00%, $ 106.50 ,, $ 8.68 , $ 1.39 , $ 9.19 , $ 19.26 ,4.35%,$339,,$46.73,$292,$237,,,,,,,,,,,,,,,,,,
0878,101MGP, LGVTM371,CRUZ MOD.101 SOLERA GRABADA PLA.MAD. NAT,33.5 X 17.5c,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$183.62,$29.38,$213,50.00%, $ 106.50 ,, $ 8.68 , $ 1.39 , $ 9.19 , $ 19.26 ,4.35%,$339,,$46.73,$292,$237,,,,,,,,,,,,,,,,,,
0879,101M-CH, LGVTM372,CRISTO # 10 DORADO SOLERA EN MAD. CHOCOL,33 X 17.5cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$194.83,$31.17,$226,50.00%, $ 113.00 ,, $ 9.05 , $ 1.45 , $ 9.59 , $ 20.09 ,4.54%,$359,,$49.53,$310,$254,,,,,,,,,,,,,,,,,,
0880,101M, LGVTM373,CRISTO # 10 DORADO SOLERA EN MAD. NATURAL,33 X 17.5cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$194.83,$31.17,$226,50.00%, $ 113.00 ,, $ 9.05 , $ 1.45 , $ 9.59 , $ 20.09 ,4.54%,$359,,$49.53,$310,$254,,,,,,,,,,,,,,,,,,
0881,102M-CH, LGVTM374,CRISTO # 10 DORADO SOLERA EN MAD. CHOCOL,33 X 17.5cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$194.83,$31.17,$226,50.00%, $ 113.00 ,, $ 9.05 , $ 1.45 , $ 9.59 , $ 20.09 ,4.54%,$359,,$49.53,$310,$254,,,,,,,,,,,,,,,,,,
0882,102M, LGVTM375,CRISTO # 10 DORADO SOLERA EN MAD. NATURAL,33 X 17.5cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$194.83,$31.17,$226,50.00%, $ 113.00 ,, $ 9.05 , $ 1.45 , $ 9.59 , $ 20.09 ,4.54%,$359,,$49.53,$310,$254,,,,,,,,,,,,,,,,,,
0883,25HREM, LGVTM376,CRISTO # 25 HEXAGONAL ESPEJO  C/MADERA,49.5 X 25 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$474.14,$75.86,$550,50.00%, $ 275.00 ,, $ 18.45 , $ 2.95 , $ 19.53 , $ 40.93 ,9.24%,$866,,$119.44,$746,$691,,,,,,,,,,,,,,,,,,
0884,25HRM, LGVTM377,CRISTO # 25 HEXAGONAL RAYADO MAD. NATURAL,49.5 X 25 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$437.07,$69.93,$507,50.00%, $ 253.50 ,, $ 17.20 , $ 2.75 , $ 18.21 , $ 38.16 ,8.62%,$799,,$110.16,$689,$633,,,,,,,,,,,,,,,,,,
0885,25HLM, LGVTM378,CRISTO # 25 HEXAGONAL LISO MADERA NATURAL,49.5 X 25 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$450.86,$72.14,$523,50.00%, $ 261.50 ,, $ 17.67 , $ 2.83 , $ 18.70 , $ 39.19 ,8.85%,$824,,$113.61,$710,$655,,,,,,,,,,,,,,,,,,
0886,22HPM, LGVTM379,CRISTO # 22 HEXAGONAL PLATA CON MADERA,45 X 22 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$420.69,$67.31,$488,50.00%, $ 244.00 ,, $ 16.65 , $ 2.66 , $ 17.63 , $ 36.94 ,8.34%,$769,,$106.06,$663,$608,,,,,,,,,,,,,,,,,,
0887,25EM, LGVTM380,CRISTO # 25 ESPECIAL MADERA,49.5 X 25 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$450.86,$72.14,$523,50.00%, $ 261.50 ,, $ 17.67 , $ 2.83 , $ 18.70 , $ 39.19 ,8.85%,$824,,$113.61,$710,$655,,,,,,,,,,,,,,,,,,
0888,18HLM-CH, LGVTM381,CRISTO # 18 HEXAGONAL LISO MADERA CHOCO.,40 X 20 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$261.21,$41.79,$303,50.00%, $ 151.50 ,, $ 11.29 , $ 1.81 , $ 11.95 , $ 25.04 ,5.66%,$480,,$66.14,$413,$358,,,,,,,,,,,,,,,,,,
0889,18HLM, LGVTM382,CRISTO # 18 HEXAGONAL LISO MADERA NATURAL,40 X 20 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$256.03,$40.97,$297,50.00%, $ 148.50 ,, $ 11.11 , $ 1.78 , $ 11.77 , $ 24.66 ,5.57%,$470,,$64.85,$405,$350,,,,,,,,,,,,,,,,,,
0890,16DE, LGVTM383,CRISTO # 16 DORADO ELEGANZA,29 X 14 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$211.21,$33.79,$245,50.00%, $ 122.50 ,, $ 9.61 , $ 1.54 , $ 10.17 , $ 21.31 ,4.81%,$389,,$53.63,$335,$280,,,,,,,,,,,,,,,,,,
0891,16PE, LGVTM384,CRISTO # 16 PLATA  ELEGANZA,29 X 14 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$211.21,$33.79,$245,50.00%, $ 122.50 ,, $ 9.61 , $ 1.54 , $ 10.17 , $ 21.31 ,4.81%,$389,,$53.63,$335,$280,,,,,,,,,,,,,,,,,,
0892,45CM, LGVTM385,CRISTO NUM 45 CRUZ MADERA,56 X 23 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$682.76,$109.24,$792,50.00%, $ 396.00 ,, $ 25.47 , $ 4.07 , $ 26.95 , $ 56.49 ,12.76%,"$1,244",,$171.65,"$1,073","$1,018",,,,,,,,,,,,,,,,,,
0893,JR, LGVTM386,CRUZ JESUS RESUCITADO GRANDE PLATA,60 X 32 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$784.48,$125.52,$910,50.00%, $ 455.00 ,, $ 28.89 , $ 4.62 , $ 30.57 , $ 64.08 ,14.47%,"$1,429",,$197.11,"$1,232","$1,177",,,,,,,,,,,,,,,,,,
0894,JR-D, LGVTM387,CRUZ JESUS RESUCITADO GRANDE DORADO,60 X 32 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$784.48,$125.52,$910,50.00%, $ 455.00 ,, $ 28.89 , $ 4.62 , $ 30.57 , $ 64.08 ,14.47%,"$1,429",,$197.11,"$1,232","$1,177",,,,,,,,,,,,,,,,,,
0895,A-PM45, LGVTM388,CRISTO PASTORAL # 45 EN MADERA,67 X 24 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$784.48,$125.52,$910,50.00%, $ 455.00 ,, $ 28.89 , $ 4.62 , $ 30.57 , $ 64.08 ,14.47%,"$1,429",,$197.11,"$1,232","$1,177",,,,,,,,,,,,,,,,,,
0896,CR-D, LGVTM389,CRUZ RESACADA CON CUERPO 3/8  DORADA,38 X 22 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$306.03,$48.97,$355,50.00%, $ 177.50 ,, $ 12.80 , $ 2.05 , $ 13.55 , $ 28.39 ,6.41%,$561,,$77.36,$484,$428,,,,,,,,,,,,,,,,,,
0897,CR-P, LGVTM390,CRUZ RESACADA CON CUERPO 3/8 PLATA,38 X 22 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$291.38,$46.62,$338,50.00%, $ 169.00 ,, $ 12.30 , $ 1.97 , $ 13.03 , $ 27.30 ,6.16%,$534,,$73.70,$461,$405,,,,,,,,,,,,,,,,,,
0898,CRF-D, LGVTM391,CRUZ RESACADA FLORES DORADA,38 X 22 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$304.31,$48.69,$353,50.00%, $ 176.50 ,, $ 12.74 , $ 2.04 , $ 13.49 , $ 28.26 ,6.38%,$558,,$76.93,$481,$426,,,,,,,,,,,,,,,,,,
0899,CRF-P, LGVTM392,CRUZ RESACADA FLORES PLATA,38 X 22 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$286.21,$45.79,$332,50.00%, $ 166.00 ,, $ 12.13 , $ 1.94 , $ 12.84 , $ 26.91 ,6.08%,$525,,$72.40,$453,$397,,,,,,,,,,,,,,,,,,
0900,CPYF-P, LGVTM393,CRUZ PEDRERIA CON FLORES PLATA,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$318.10,$50.90,$369,50.00%, $ 184.50 ,, $ 13.20 , $ 2.11 , $ 13.98 , $ 29.29 ,6.61%,$583,,$80.38,$502,$447,,,,,,,,,,,,,,,,,,
0901,CPYF-D, LGVTM394,CRUZ PEDRERIA CON FLORES ORO,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$318.10,$50.90,$369,50.00%, $ 184.50 ,, $ 13.20 , $ 2.11 , $ 13.98 , $ 29.29 ,6.61%,$583,,$80.38,$502,$447,,,,,,,,,,,,,,,,,,
0902,CMED-D, LGVTM395,CRUZ MEDALLAS DORADO,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$286.21,$45.79,$332,50.00%, $ 166.00 ,, $ 12.13 , $ 1.94 , $ 12.84 , $ 26.91 ,6.08%,$525,,$72.40,$453,$397,,,,,,,,,,,,,,,,,,
0903,CMED-P, LGVTM396,CRUZ MEDALLAS PLATA,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$286.21,$45.79,$332,50.00%, $ 166.00 ,, $ 12.13 , $ 1.94 , $ 12.84 , $ 26.91 ,6.08%,$525,,$72.40,$453,$397,,,,,,,,,,,,,,,,,,
0904,20CF-P, LGVTM397,CUERPO # 20 C/FONDO FILIGRANA PLATA,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$505.17,$80.83,$586,50.00%, $ 293.00 ,, $ 19.49 , $ 3.12 , $ 20.63 , $ 43.25 ,9.76%,$922,,$127.21,$795,$740,,,,,,,,,,,,,,,,,,
0905,20CF-D, LGVTM398,CUERPO # 20 C/FONDO FILIGRANA DORADA,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$537.07,$85.93,$623,50.00%, $ 311.50 ,, $ 20.57 , $ 3.29 , $ 21.77 , $ 45.62 ,10.30%,$980,,$135.19,$845,$790,,,,,,,,,,,,,,,,,,
0906,4PHE, LGVTM399,CRUZ PADRE HIJO Y ESPIRIU SANTO DE RESINA CHICO,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$709.48,$113.52,$823,50.00%, $ 411.50 ,, $ 26.37 , $ 4.22 , $ 27.90 , $ 58.49 ,13.21%,"$1,293",,$178.34,"$1,115","$1,059",,,,,,,,,,,,,,,,,,
0907,3PHE, LGVTM400,CRUZ PADRE HIJO Y ESPIRIU SANTO DE RESINA GRANDE,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$983.62,$157.38,"$1,141",50.00%, $ 570.50 ,, $ 35.59 , $ 5.69 , $ 37.66 , $ 78.94 ,17.82%,"$1,790",,$246.96,"$1,543","$1,488",,,,,,,,,,,,,,,,,,
0908,, LGVTM401,CRUCIFIJOS,,0,0,0,0,0,$0.00,$0.00,,0.00%, $ -   ,, $ 2.50 , $ -   , $ -   , $ -   ,0.00%,$0,,$0.00,$0,$0,,,,,,,,,,,,,,,,,,
0909,25HRE, LGVTM402,CRISTO # 25 HEXAGONAL RAYADO ESPEJO,40.5 X 18.5 c,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$356.90,$57.10,$414,50.00%, $ 207.00 ,, $ 14.51 , $ 2.32 , $ 15.36 , $ 32.18 ,7.27%,$653,,$90.09,$563,$508,,,,,,,,,,,,,,,,,,
0910,25HR, LGVTM403,CRISTO # 25 HEXAGONAL RAYADO,40.5 X 18.5 c,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$343.97,$55.03,$399,50.00%, $ 199.50 ,, $ 14.07 , $ 2.25 , $ 14.90 , $ 31.22 ,7.05%,$630,,$86.86,$543,$488,,,,,,,,,,,,,,,,,,
0911,25HL, LGVTM404,CRISTO # 25 HEXAGONAL LISO,40.5 X 18.5 c,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$363.79,$58.21,$422,50.00%, $ 211.00 ,, $ 14.74 , $ 2.36 , $ 15.60 , $ 32.70 ,7.38%,$666,,$91.82,$574,$519,,,,,,,,,,,,,,,,,,
0912,22HP, LGVTM405,CRISTO # 22 HEXAGONAL PLATA,37 X 16.5 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$312.07,$49.93,$362,50.00%, $ 181.00 ,, $ 13.00 , $ 2.08 , $ 13.76 , $ 28.84 ,6.51%,$572,,$78.87,$493,$438,,,,,,,,,,,,,,,,,,
0913,18HL, LGVTM406,CRISTO # 18 HEXAGONAL LISO,32.5 X 15.5 c,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$188.79,$30.21,$219,50.00%, $ 109.50 ,, $ 8.85 , $ 1.42 , $ 9.38 , $ 19.64 ,4.44%,$348,,$48.02,$300,$245,,,,,,,,,,,,,,,,,,
